pre_pt_root_id,pre_pt_root_id
648518346486165929,648518346486165929
648518346499156033,648518346499156033
648518346518617567,648518346518617567
648518346478569812,648518346478569812
648518346487401130,648518346487401130
648518346490274058,648518346490274058
648518346502316614,648518346502316614
648518346474569381,648518346474569381
648518346485774788,648518346485774788
648518346489923290,648518346489923290
648518346499721171,648518346499721171
648518346518257494,648518346518257494
648518346494127929,648518346494127929
648518346498179410,648518346498179410
648518346512092974,648518346512092974
648518346475162424,648518346475162424
648518346478816464,648518346478816464
648518346494786805,648518346494786805
648518346506517406,648518346506517406
648518346503447457,648518346503447457
648518346492296889,648518346492296889
648518346491760751,648518346491760751
648518346480690400,648518346480690400
648518346483087692,648518346483087692
648518346501131363,648518346501131363
648518346480864346,648518346480864346
648518346511753809,648518346511753809
648518346478646868,648518346478646868
648518346507115807,648518346507115807
648518346490274314,648518346490274314
648518346499070046,648518346499070046
648518346479777765,648518346479777765
648518346488414857,648518346488414857
648518346488488888,648518346488488888
648518346492487355,648518346492487355
648518346504112168,648518346504112168
648518346495754827,648518346495754827
648518346499401563,648518346499401563
648518346484212519,648518346484212519
648518346488817933,648518346488817933
648518346517157157,648518346517157157
648518346472435465,648518346472435465
648518346495891558,648518346495891558
648518346501964873,648518346501964873
648518346511664752,648518346511664752
648518346487832400,648518346487832400
648518346487978320,648518346487978320
648518346489553605,648518346489553605
648518346472382217,648518346472382217
648518346499399259,648518346499399259
648518346487335082,648518346487335082
648518346526212567,648518346526212567
648518346500441916,648518346500441916
648518346478558804,648518346478558804
648518346494223495,648518346494223495
648518346493037084,648518346493037084
648518346477737367,648518346477737367
648518346490116305,648518346490116305
648518346514200542,648518346514200542
648518346524009477,648518346524009477
648518346481332325,648518346481332325
648518346494921906,648518346494921906
648518346507529849,648518346507529849
648518346479896308,648518346479896308
648518346489760972,648518346489760972
648518346492351171,648518346492351171
648518346465091445,648518346465091445
648518346479780069,648518346479780069
648518346488821261,648518346488821261
648518346478033109,648518346478033109
648518346479155900,648518346479155900
648518346480322619,648518346480322619
648518346487877399,648518346487877399
648518346501905481,648518346501905481
648518346501403480,648518346501403480
648518346488821005,648518346488821005
648518346467239175,648518346467239175
648518346488606221,648518346488606221
648518346506038686,648518346506038686
648518346484022045,648518346484022045
648518346504422892,648518346504422892
648518346493949216,648518346493949216
648518346494363013,648518346494363013
648518346480682208,648518346480682208
648518346488448078,648518346488448078
648518346497784935,648518346497784935
648518346482049428,648518346482049428
648518346480864602,648518346480864602
648518346492922396,648518346492922396
648518346486653901,648518346486653901
648518346465961520,648518346465961520
648518346478752340,648518346478752340
648518346499138139,648518346499138139
648518346501804105,648518346501804105
648518346495794064,648518346495794064
648518346495794064,648518346495794064
648518346491390526,648518346491390526
648518346499938815,648518346499938815
648518346465928496,648518346465928496
648518346486128809,648518346486128809
648518346486703331,648518346486703331
648518346496399957,648518346496399957
648518346480941402,648518346480941402
648518346474295917,648518346474295917
648518346492260479,648518346492260479
648518346496851864,648518346496851864
648518346466807918,648518346466807918
648518346481466305,648518346481466305
648518346507072670,648518346507072670
648518346501123862,648518346501123862
648518346484680349,648518346484680349
648518346486427313,648518346486427313
648518346502677235,648518346502677235
648518346515599610,648518346515599610
648518346488214511,648518346488214511
648518346514482631,648518346514482631
648518346464884853,648518346464884853
648518346494102642,648518346494102642
648518346471718811,648518346471718811
648518346488823025,648518346488823025
648518346491030051,648518346491030051
648518346486449455,648518346486449455
648518346493683432,648518346493683432
648518346507210568,648518346507210568
648518346489426796,648518346489426796
648518346492712110,648518346492712110
648518346488400056,648518346488400056
648518346492569275,648518346492569275
648518346510855042,648518346510855042
648518346475376052,648518346475376052
648518346493670888,648518346493670888
648518346495683403,648518346495683403
648518346514880593,648518346514880593
648518346516337706,648518346516337706
648518346509182762,648518346509182762
648518346487105256,648518346487105256
648518346496850092,648518346496850092
648518346506559010,648518346506559010
648518346506191262,648518346506191262
648518346486025352,648518346486025352
648518346475755429,648518346475755429
648518346470385918,648518346470385918
648518346513051985,648518346513051985
648518346486820249,648518346486820249
648518346470508286,648518346470508286
648518346492174975,648518346492174975
648518346511121538,648518346511121538
648518346485536787,648518346485536787
648518346472395785,648518346472395785
648518346486224520,648518346486224520
648518346480873184,648518346480873184
648518346475410273,648518346475410273
648518346495445410,648518346495445410
648518346496703460,648518346496703460
648518346499502311,648518346499502311
648518346478985424,648518346478985424
648518346514248414,648518346514248414
648518346492495289,648518346492495289
648518346494140923,648518346494140923
648518346477748119,648518346477748119
648518346484099101,648518346484099101
648518346486291104,648518346486291104
648518346491297210,648518346491297210
648518346495528299,648518346495528299
648518346479781349,648518346479781349
648518346465095797,648518346465095797
648518346493760398,648518346493760398
648518346500991900,648518346500991900
648518346495304886,648518346495304886
648518346491983727,648518346491983727
648518346489760460,648518346489760460
648518346475230885,648518346475230885
648518346497313560,648518346497313560
648518346491008547,648518346491008547
648518346465096053,648518346465096053
648518346498361649,648518346498361649
648518346486137513,648518346486137513
648518346509510787,648518346509510787
648518346480351190,648518346480351190
648518346489312089,648518346489312089
648518346488603064,648518346488603064
648518346487532714,648518346487532714
648518346479879397,648518346479879397
648518346531158042,648518346531158042
648518346504748915,648518346504748915
648518346493159744,648518346493159744
648518346480108198,648518346480108198
648518346486279081,648518346486279081
648518346493994507,648518346493994507
648518346509504131,648518346509504131
648518346496768770,648518346496768770
648518346465819696,648518346465819696
648518346500087558,648518346500087558
648518346493160000,648518346493160000
648518346492274815,648518346492274815
648518346473016420,648518346473016420
648518346509677513,648518346509677513
648518346499039809,648518346499039809
648518346511910335,648518346511910335
648518346491869295,648518346491869295
648518346499418343,648518346499418343
648518346493926798,648518346493926798
648518346488055070,648518346488055070
648518346483132492,648518346483132492
648518346486087314,648518346486087314
648518346491962898,648518346491962898
648518346491547078,648518346491547078
648518346472320459,648518346472320459
648518346499009601,648518346499009601
648518346490071067,648518346490071067
648518346494089463,648518346494089463
648518346488028190,648518346488028190
648518346479817204,648518346479817204
648518346488841053,648518346488841053
648518346490193672,648518346490193672
648518346486514052,648518346486514052
648518346487473834,648518346487473834
648518346514282206,648518346514282206
648518346490017819,648518346490017819
648518346514160427,648518346514160427
648518346526171095,648518346526171095
648518346494899378,648518346494899378
648518346499088449,648518346499088449
648518346513921817,648518346513921817
648518346514153515,648518346514153515
648518346500416060,648518346500416060
648518346515689802,648518346515689802
648518346494064891,648518346494064891
648518346503887968,648518346503887968
648518346495684203,648518346495684203
648518346473012580,648518346473012580
648518346477561308,648518346477561308
648518346465929776,648518346465929776
648518346487922256,648518346487922256
648518346487375786,648518346487375786
648518346521500153,648518346521500153
648518346518387030,648518346518387030
648518346495690640,648518346495690640
648518346510990210,648518346510990210
648518346483584405,648518346483584405
648518346501249368,648518346501249368
648518346472403147,648518346472403147
648518346486171234,648518346486171234
648518346512502174,648518346512502174
648518346479316690,648518346479316690
648518346496732461,648518346496732461
648518346489667343,648518346489667343
648518346495716496,648518346495716496
648518346489375577,648518346489375577
648518346499615301,648518346499615301
648518346476939464,648518346476939464
648518346531227418,648518346531227418
648518346483592341,648518346483592341
648518346521438457,648518346521438457
648518346478616916,648518346478616916
648518346489524933,648518346489524933
648518346493933198,648518346493933198
648518346479178385,648518346479178385
648518346485390099,648518346485390099
648518346489431237,648518346489431237
648518346497020844,648518346497020844
648518346502818291,648518346502818291
648518346483177892,648518346483177892
648518346517455908,648518346517455908
648518346487995678,648518346487995678
648518346526306263,648518346526306263
648518346480381142,648518346480381142
648518346511722096,648518346511722096
648518346471832475,648518346471832475
648518346501030678,648518346501030678
648518346487398803,648518346487398803
648518346493195584,648518346493195584
648518346501848905,648518346501848905
648518346489666319,648518346489666319
648518346491622161,648518346491622161
648518346486449073,648518346486449073
648518346491386042,648518346491386042
648518346499865411,648518346499865411
648518346480947456,648518346480947456
648518346515560186,648518346515560186
648518346499049793,648518346499049793
648518346502860531,648518346502860531
648518346490015515,648518346490015515
648518346492596411,648518346492596411
648518346482212500,648518346482212500
648518346502325587,648518346502325587
648518346499407710,648518346499407710
648518346488766477,648518346488766477
648518346496102205,648518346496102205
648518346498391857,648518346498391857
648518346486175586,648518346486175586
648518346488492681,648518346488492681
648518346497649142,648518346497649142
648518346487597035,648518346487597035
648518346509143162,648518346509143162
648518346497156737,648518346497156737
648518346502341715,648518346502341715
648518346515217479,648518346515217479
648518346517684072,648518346517684072
648518346514147294,648518346514147294
648518346513884697,648518346513884697
648518346489790771,648518346489790771
648518346488505993,648518346488505993
648518346492983472,648518346492983472
648518346509742650,648518346509742650
648518346481350543,648518346481350543
648518346517240869,648518346517240869
648518346478658132,648518346478658132
648518346494308210,648518346494308210
648518346479386843,648518346479386843
648518346493786737,648518346493786737
648518346495577250,648518346495577250
648518346486794211,648518346486794211
648518346486539752,648518346486539752
648518346497811815,648518346497811815
648518346467163143,648518346467163143
648518346474173805,648518346474173805
648518346487645762,648518346487645762
648518346489372505,648518346489372505
648518346480714461,648518346480714461
648518346489659773,648518346489659773
648518346478681684,648518346478681684
648518346520232785,648518346520232785
648518346495929034,648518346495929034
648518346507131464,648518346507131464
648518346497682166,648518346497682166
648518346486260384,648518346486260384
648518346496579964,648518346496579964
648518346482656553,648518346482656553
648518346502825459,648518346502825459
648518346477548814,648518346477548814
648518346495223222,648518346495223222
648518346498394673,648518346498394673
648518346487473578,648518346487473578
648518346492309955,648518346492309955
648518346503009403,648518346503009403
648518346493195840,648518346493195840
648518346500363701,648518346500363701
648518346490034385,648518346490034385
648518346494670507,648518346494670507
648518346477656727,648518346477656727
648518346496186124,648518346496186124
648518346509746490,648518346509746490
648518346492716219,648518346492716219
648518346509534851,648518346509534851
648518346495988170,648518346495988170
648518346472469195,648518346472469195
648518346486785177,648518346486785177
648518346492975792,648518346492975792
648518346497098881,648518346497098881
648518346492973232,648518346492973232
648518346503945422,648518346503945422
648518346490927651,648518346490927651
648518346490881315,648518346490881315
648518346499422695,648518346499422695
648518346502351443,648518346502351443
648518346487671362,648518346487671362
648518346531278362,648518346531278362
648518346471744155,648518346471744155
648518346478498164,648518346478498164
648518346503920480,648518346503920480
648518346491596305,648518346491596305
648518346478888656,648518346478888656
648518346476467830,648518346476467830
648518346474542530,648518346474542530
648518346493559288,648518346493559288
648518346487436779,648518346487436779
648518346484112935,648518346484112935
648518346494036727,648518346494036727
648518346494711723,648518346494711723
648518346494499383,648518346494499383
648518346486737891,648518346486737891
648518346489941722,648518346489941722
648518346470418942,648518346470418942
648518346492842928,648518346492842928
648518346483119780,648518346483119780
648518346486682521,648518346486682521
648518346479748246,648518346479748246
648518346483102116,648518346483102116
648518346487619028,648518346487619028
648518346487605716,648518346487605716
648518346487542763,648518346487542763
648518346500664755,648518346500664755
648518346475448704,648518346475448704
648518346480546049,648518346480546049
648518346496072716,648518346496072716
648518346500448316,648518346500448316
648518346490955555,648518346490955555
648518346491367354,648518346491367354
648518346524078085,648518346524078085
648518346492007186,648518346492007186
648518346466053936,648518346466053936
648518346490013211,648518346490013211
648518346503112571,648518346503112571
648518346501084950,648518346501084950
648518346488768269,648518346488768269
648518346495238070,648518346495238070
648518346503947726,648518346503947726
648518346495611755,648518346495611755
648518346524038917,648518346524038917
648518346466727790,648518346466727790
648518346477704924,648518346477704924
648518346484261671,648518346484261671
648518346494163335,648518346494163335
648518346497014956,648518346497014956
648518346489946330,648518346489946330
648518346511733104,648518346511733104
648518346513831961,648518346513831961
648518346501821257,648518346501821257
648518346531287066,648518346531287066
648518346493853070,648518346493853070
648518346477944021,648518346477944021
648518346502288211,648518346502288211
648518346491071521,648518346491071521
648518346503622817,648518346503622817
648518346506609186,648518346506609186
648518346497761383,648518346497761383
648518346510974338,648518346510974338
648518346474634917,648518346474634917
648518346482123668,648518346482123668
648518346495922122,648518346495922122
648518346502494790,648518346502494790
648518346489960119,648518346489960119
648518346501071382,648518346501071382
648518346517540644,648518346517540644
648518346489637463,648518346489637463
648518346496090380,648518346496090380
648518346474756261,648518346474756261
648518346499756755,648518346499756755
648518346481025626,648518346481025626
648518346480946176,648518346480946176
648518346483142220,648518346483142220
648518346485943492,648518346485943492
648518346493933600,648518346493933600
648518346484021277,648518346484021277
648518346488548792,648518346488548792
648518346488682253,648518346488682253
648518346499134529,648518346499134529
648518346499651909,648518346499651909
648518346509112186,648518346509112186
648518346486894307,648518346486894307
648518346485921988,648518346485921988
648518346493947534,648518346493947534
648518346491506374,648518346491506374
648518346479342290,648518346479342290
648518346486676988,648518346486676988
648518346500367797,648518346500367797
648518346491604648,648518346491604648
648518346491866991,648518346491866991
648518346511177781,648518346511177781
648518346483217060,648518346483217060
648518346494726315,648518346494726315
648518346524103941,648518346524103941
648518346494104311,648518346494104311
648518346496084029,648518346496084029
648518346465002357,648518346465002357
648518346500054534,648518346500054534
648518346489713715,648518346489713715
648518346489936858,648518346489936858
648518346517260837,648518346517260837
648518346499866691,648518346499866691
648518346494555703,648518346494555703
648518346517386564,648518346517386564
648518346520531510,648518346520531510
648518346504809606,648518346504809606
648518346494015776,648518346494015776
648518346493750264,648518346493750264
648518346475431860,648518346475431860
648518346492959152,648518346492959152
648518346491967762,648518346491967762
648518346483219108,648518346483219108
648518346486617549,648518346486617549
648518346483215780,648518346483215780
648518346498413361,648518346498413361
648518346477884397,648518346477884397
648518346493165084,648518346493165084
648518346509087354,648518346509087354
648518346524103685,648518346524103685
648518346520517942,648518346520517942
648518346489477829,648518346489477829
648518346509851686,648518346509851686
648518346492652987,648518346492652987
648518346511922879,648518346511922879
648518346489731379,648518346489731379
648518346517261093,648518346517261093
648518346493998859,648518346493998859
648518346501085974,648518346501085974
648518346486617293,648518346486617293
648518346501883465,648518346501883465
648518346494543927,648518346494543927
648518346494072315,648518346494072315
648518346521559289,648518346521559289
648518346492637371,648518346492637371
648518346511217973,648518346511217973
648518346483139774,648518346483139774
648518346499962623,648518346499962623
648518346484712605,648518346484712605
648518346495899338,648518346495899338
648518346475198520,648518346475198520
648518346509531523,648518346509531523
648518346503917152,648518346503917152
648518346475286625,648518346475286625
648518346486462084,648518346486462084
648518346480997978,648518346480997978
648518346489337029,648518346489337029
648518346515624522,648518346515624522
648518346501185123,648518346501185123
648518346489604439,648518346489604439
648518346491640593,648518346491640593
648518346496078860,648518346496078860
648518346496932524,648518346496932524
648518346480945920,648518346480945920
648518346484153127,648518346484153127
648518346486752409,648518346486752409
648518346491785583,648518346491785583
648518346500824988,648518346500824988
648518346495729995,648518346495729995
648518346480837344,648518346480837344
648518346501073507,648518346501073507
648518346492427449,648518346492427449
648518346496803636,648518346496803636
648518346483598229,648518346483598229
648518346494010144,648518346494010144
648518346504447468,648518346504447468
648518346515579210,648518346515579210
648518346502350931,648518346502350931
648518346512130606,648518346512130606
648518346494400277,648518346494400277
648518346489663503,648518346489663503
648518346465967408,648518346465967408
648518346487618539,648518346487618539
648518346478564212,648518346478564212
648518346518683615,648518346518683615
648518346493100096,648518346493100096
648518346507110472,648518346507110472
648518346488355567,648518346488355567
648518346504760454,648518346504760454
648518346489478853,648518346489478853
648518346472234034,648518346472234034
648518346483696047,648518346483696047
648518346500300469,648518346500300469
648518346495531938,648518346495531938
648518346511774576,648518346511774576
648518346514151390,648518346514151390
648518346489332057,648518346489332057
648518346499294299,648518346499294299
648518346480350678,648518346480350678
648518346486005128,648518346486005128
648518346491561640,648518346491561640
648518346493939854,648518346493939854
648518346485844094,648518346485844094
648518346482355604,648518346482355604
648518346486617805,648518346486617805
648518346466715502,648518346466715502
648518346504044840,648518346504044840
648518346494045175,648518346494045175
648518346494345448,648518346494345448
648518346459550468,648518346459550468
648518346486115682,648518346486115682
648518346490381916,648518346490381916
648518346494540821,648518346494540821
648518346488784477,648518346488784477
648518346492481465,648518346492481465
648518346498395668,648518346498395668
648518346472454665,648518346472454665
648518346489629783,648518346489629783
