1.000000000000000000e+00,9.423984978961265080e-01,9.170136106041862911e-01,9.684620563761300316e-01,9.486809023831581644e-01,4.282123694157338734e-01,4.238589722954920758e-01,4.137028828694397364e-01,4.037449992813346156e-01,5.233617936891212796e-01,5.406465228833884362e-01,5.267304128351985026e-01,1.598594625747942755e-02,4.094226911718207990e-02,4.315196660313690147e-02,4.100224160004579260e-02,1.933798597827487628e-02,4.163919494245291869e-02,5.974388770406493555e-03,7.358439507301462595e-03,1.268973608244867123e-02,2.350219176279067998e-02,1.620511402227500439e-02,1.079726740236208044e-02,5.318945665678843915e-02,2.698073320287219801e-02,2.616283542136800880e-02,1.126367429702733181e-01,1.124216443290845108e-02
9.423984978961265080e-01,1.000000000000000000e+00,9.055348513217411632e-01,9.245104334236086130e-01,9.322451441508265990e-01,4.182807501602779365e-01,4.051019982150980692e-01,4.050525000776315498e-01,3.911341354471625786e-01,5.126354263069381467e-01,5.254383877651789270e-01,5.169332120393941299e-01,2.062349351549993756e-02,5.304181942414328693e-02,6.821621969553613718e-02,4.097765263416491138e-02,2.574244201423187342e-02,4.940920763143031441e-02,9.149614419754703576e-03,1.279686463640118503e-02,1.834164204436517995e-02,5.921587667951393186e-02,3.422767878952436699e-02,1.839785960173968837e-02,4.905490472476503605e-02,2.659081184877920209e-02,4.100842511251531070e-02,1.149247331374073089e-01,1.524982347719276363e-02
9.170136106041862911e-01,9.055348513217411632e-01,1.000000000000000000e+00,9.361155847854911727e-01,9.556933295467080480e-01,5.059197098022133465e-01,5.213076286213947919e-01,5.005462936859046419e-01,4.934852476209447003e-01,6.036690221860053773e-01,6.471441776417838909e-01,6.241147584896712397e-01,1.815451820999347543e-02,5.865844277404823337e-02,5.095118643314031082e-02,4.079864706448237122e-02,2.892077305852282579e-02,4.917237533112254338e-02,1.952727491441198782e-02,8.415480434610964761e-03,1.021820439208626780e-02,3.333099753923764175e-02,1.918020730544268623e-02,1.712640938942286070e-02,4.197515926511486556e-02,3.135007143115469547e-02,2.838348719550993354e-02,1.495705884425225507e-01,2.637927955741339175e-02
9.684620563761300316e-01,9.245104334236086130e-01,9.361155847854911727e-01,1.000000000000000000e+00,9.595692886846436398e-01,4.809465634071617424e-01,4.820069551980300515e-01,4.608566885861365980e-01,4.514563187328297644e-01,5.570093523089025833e-01,5.913485557324503761e-01,5.719288640500385101e-01,1.440369384994718248e-02,4.155569338246675043e-02,3.859508674254779476e-02,3.928744432079069038e-02,1.798934038319777856e-02,4.171871851591908709e-02,3.409384887474622983e-03,2.736630302399350664e-03,8.639377004058635540e-03,1.182665364865610920e-02,1.291729093193178315e-02,1.285418679170226806e-02,4.246976941498011027e-02,2.627340710802746060e-02,2.217461934723243336e-02,1.427886390195399757e-01,2.142272777420386673e-02
9.486809023831581644e-01,9.322451441508265990e-01,9.556933295467080480e-01,9.595692886846436398e-01,1.000000000000000000e+00,4.926687679969735112e-01,4.920289110690129752e-01,4.594485441798246139e-01,4.524785556097019046e-01,5.699118248970009848e-01,6.039140330878453033e-01,5.853591852652488825e-01,1.661873715430560450e-02,4.961022347571637792e-02,5.535083808892519303e-02,4.343469544350368750e-02,2.388263571722174655e-02,4.917359832715578749e-02,8.921386701905464206e-03,7.890968944372021496e-03,9.653943190152579346e-03,1.466660777615136184e-02,1.444779389690372187e-02,1.552291498219704469e-02,4.984022672353690536e-02,2.285295787495825182e-02,3.550288499289599303e-02,1.439521798256286622e-01,1.717923148110826748e-02
4.282123694157338734e-01,4.182807501602779365e-01,5.059197098022133465e-01,4.809465634071617424e-01,4.926687679969735112e-01,1.000000000000000000e+00,8.930244001540426080e-01,8.198773706260807925e-01,7.861323855418764772e-01,7.884953008861735890e-01,8.074970504037510821e-01,7.602478097472668006e-01,3.757214842139234689e-03,5.364273430393792091e-02,1.634338419945351867e-02,3.894502792580234463e-02,1.876119313432272895e-02,4.252144074257725725e-02,6.999479242690519881e-03,5.537284170542603433e-03,8.372649392904532931e-03,8.170701210184991639e-03,1.530879421060655707e-03,1.246962557199073757e-02,3.704976467236032606e-02,9.751647826491281756e-02,3.286769811168585576e-02,1.047821553988914911e-01,1.411551554268575259e-01
4.238589722954920758e-01,4.051019982150980692e-01,5.213076286213947919e-01,4.820069551980300515e-01,4.920289110690129752e-01,8.930244001540426080e-01,9.999999999999998890e-01,7.895944388622022636e-01,7.561512622167813058e-01,7.726739407170134522e-01,7.989185417848070347e-01,7.560357961259571713e-01,1.205160431806544339e-03,4.577074329179515316e-02,1.334241869365132560e-02,3.694357510556056656e-02,1.661954722294331152e-02,4.207196324048848718e-02,5.873826463770649015e-03,1.010176024125170394e-02,1.285967360713623046e-02,3.142147452865340362e-03,2.968084154576238918e-04,7.729126492113083148e-03,3.114523621761392663e-02,8.378031122721255053e-02,1.957697315164561372e-02,7.477128929332441110e-02,1.060144664758955746e-01
4.137028828694397364e-01,4.050525000776315498e-01,5.005462936859046419e-01,4.608566885861365980e-01,4.594485441798246139e-01,8.198773706260807925e-01,7.895944388622022636e-01,9.999999999999997780e-01,9.202015964390546365e-01,8.300064948658443242e-01,8.429690372668601217e-01,8.162158271316423130e-01,4.469468974375430045e-03,3.595762965995430438e-02,1.271256401061753027e-02,2.870544036294191484e-02,2.834932375237932470e-02,4.501045734478952703e-02,2.634447759944856179e-02,1.664448324098212126e-02,1.036897496501306033e-02,8.530231955379859524e-03,3.592605817807770739e-03,1.007358900993339523e-02,1.471674128945269985e-02,1.735221447074995482e-01,4.792084127145297689e-02,1.702138342894292389e-01,2.449883029460546979e-01
4.037449992813346156e-01,3.911341354471625786e-01,4.934852476209447003e-01,4.514563187328297644e-01,4.524785556097019046e-01,7.861323855418764772e-01,7.561512622167813058e-01,9.202015964390546365e-01,1.000000000000000222e+00,8.245190613630615228e-01,8.833632835984136511e-01,8.567308296296484160e-01,2.503531213704668790e-03,3.815118012085308430e-02,1.414988347696862457e-02,2.726368757928847308e-02,2.243366792273716534e-02,4.248206885002975969e-02,2.254878818113447217e-02,1.318503096215797692e-02,8.897847020659450240e-03,9.037823598265284919e-03,7.740131710616016472e-03,1.108355269164779978e-02,1.720240977391160331e-02,1.860984384634536415e-01,3.552913246473737158e-02,1.667648405418806767e-01,2.376771363137035464e-01
5.233617936891212796e-01,5.126354263069381467e-01,6.036690221860053773e-01,5.570093523089025833e-01,5.699118248970009848e-01,7.884953008861735890e-01,7.726739407170134522e-01,8.300064948658443242e-01,8.245190613630615228e-01,9.999999999999993339e-01,8.584733678429632420e-01,8.466763332740263603e-01,2.219646506664819940e-03,5.880441734539530035e-02,2.141739306579167751e-02,3.181381984575455679e-02,4.250103587752973588e-02,4.378523480217776792e-02,4.252071880258295050e-02,4.654599651321916776e-02,3.505338195353160935e-02,6.452445556221236833e-03,4.533624757757956196e-03,1.366458910972248239e-02,3.349481348774978329e-02,2.108572252999871555e-01,3.478160097675414564e-02,1.076017719675373546e-01,1.771700771479522429e-01
